Q1,Q3,IQR,lower,upper,n_outliers,pct_outliers,split
-0.010542114259323422,0.01624157598464411,0.026783690243967533,-0.05071764962527472,0.056417111350595406,157,6.755593803786574,70:30
-0.011520740131252635,0.016389842823731064,0.0279105829549837,-0.05338661456372819,0.05825571725620662,148,6.368330464716007,80:20
-0.011950832436090526,0.016701787974681005,0.02865262041077153,-0.054929763052247824,0.0596807185908383,139,5.981067125645438,85:15
