MSE,RMSE,MAE,R2,split,dataset
120.79076530635245,10.990485217057183,7.257163333755994,0.9959465266703688,70:30,with_outliers
14.858658644220068,3.8546930674464948,2.9352951049804688,0.5986794763375597,70:30,without_outliers
120.79076530635245,10.990485217057183,7.257163333755994,0.9959465266703688,70:30,clean_train_full_test
143.8899956555657,11.995415609955568,7.610431638257255,0.9964074329685557,80:20,with_outliers
38.61172659026067,6.213833485881374,4.864211313348068,0.9475270121819183,80:20,without_outliers
143.8899956555657,11.995415609955568,7.610431638257255,0.9964074329685557,80:20,clean_train_full_test
180.8008908178013,13.446222176425664,8.635834047164037,0.995147203188661,85:15,with_outliers
43.02204011598043,6.559118852100519,5.037680786132812,0.9812983055771552,85:15,without_outliers
180.8008908178013,13.446222176425664,8.635834047164037,0.995147203188661,85:15,clean_train_full_test
