Q1,Q3,IQR,lower,upper,n_outliers,pct_outliers,split
14.946249961853027,62.772499084472656,47.82624912261963,-56.793123722076416,134.5118727684021,769,33.075268817204304,70:30
17.76187562942505,102.52562522888184,84.76374959945679,-109.38374876976013,229.67124962806702,379,16.301075268817204,80:20
24.27374935150147,129.3387451171875,105.06499576568604,-133.3237442970276,286.93623876571655,260,11.182795698924732,85:15
