seed,train_RMSE,train_MAE,train_R2,val_RMSE,val_MAE,val_R2,test_RMSE,test_MAE,test_R2,epochs_trained
7,1.8794787998145162,1.3309517062794078,0.9961192305462212,5.657964453313919,4.385946524770635,0.8107577957123603,179.31845037101073,117.39258506545255,-0.014216326293826187,136
42,1.9978675574313582,1.3061661132812499,0.9956149316225587,6.08546362957941,4.905474542316637,0.7810802663377306,185.0765743284944,121.17508170341567,-0.08039744309440588,117
123,2.3240737982001987,1.5494618259083142,0.9940660646623499,6.917842441240379,5.5095429571051335,0.7170961214105431,198.80013793709404,130.27712693485526,-0.2465623502535852,69
456,1.797199029073207,1.3828955462369052,0.9964515774443466,5.069855237901546,3.7381510483591165,0.8480542047246503,171.19072160729357,108.9312209062353,0.07564011857914865,151
789,2.129152417819683,1.4882192226756703,0.9950196887577959,6.233441900438727,4.741231998644377,0.7703040167424704,187.44164973064466,122.64301127558169,-0.10818645840931307,90
