seed,train_RMSE,train_MAE,train_R2,val_RMSE,val_MAE,val_R2,test_RMSE,test_MAE,test_R2,epochs_trained
7,2.004427203933316,1.3773097573546278,0.9991561465593767,4.546538903658533,3.5524973660229366,0.9893604576409607,85.90835933212486,45.86286383326274,0.7089474142081924,193
42,1.9692571337189133,1.5291750368103607,0.9991854995968322,3.651630954173083,2.914908277542197,0.9931366699446966,71.0257477789651,34.102002565927776,0.8010553605527632,250
123,1.9406636005953397,1.3196280730695256,0.9992089809015047,4.309468861786775,3.3890742419237765,0.9904410845799001,68.40041042586203,39.162938546176896,0.815490799376611,196
456,1.647739500914263,1.1005783140906362,0.9994297522833436,3.752685658315359,3.0103933079357463,0.9927515441204223,52.413219011933904,25.446174664478228,0.89166163468964,247
789,2.359907661224349,1.8749884194350936,0.9988302946691786,4.127097580768604,3.2393950028852987,0.9912330082147877,82.21845987036185,39.48448591730203,0.7334128041289831,212
