loss,val_loss
0.09926221519708633,0.09819936752319336
0.017395716160535812,0.11383800208568573
0.008394232019782066,0.36104515194892883
0.008796030655503273,0.09916339069604874
0.004618561360985041,0.06864280998706818
0.00438128225505352,0.09744658321142197
0.0037832441739737988,0.0913916528224945
0.003518369048833847,0.05712646245956421
0.0032539970707148314,0.0639733299612999
0.0032043540850281715,0.05327945575118065
0.003328666789457202,0.054206110537052155
0.0030602216720581055,0.05258124694228172
0.002928550820797682,0.050120722502470016
0.0030554821714758873,0.050737086683511734
0.0028497532475739717,0.050780221819877625
0.0030232900753617287,0.04740547016263008
0.002915492281317711,0.04494614154100418
0.0028552303556352854,0.07890266925096512
0.003177135018631816,0.06633615493774414
0.0033954221289604902,0.05622922256588936
0.0037489505484700203,0.049735698848962784
0.003230094211176038,0.0409054309129715
0.0028905002400279045,0.03864919766783714
0.0026240942534059286,0.03962342441082001
0.002608016598969698,0.03962210193276405
0.0025714016519486904,0.057586919516325
0.002751076128333807,0.044437140226364136
0.0029996035154908895,0.04777704179286957
0.003045134712010622,0.04234733805060387
0.0025326807517558336,0.04353071749210358
0.002755542518571019,0.044061556458473206
0.0027179582975804806,0.03292480483651161
0.002501989249140024,0.02943226881325245
0.002380897058174014,0.030463872477412224
0.0023136232048273087,0.03385544195771217
0.002272465033456683,0.0325433649122715
0.002256711944937706,0.042583901435136795
0.0024555400013923645,0.05409908667206764
0.002854465739801526,0.037250008434057236
0.0026806893292814493,0.03128069266676903
0.002533433958888054,0.026659321039915085
0.0021789856255054474,0.026473937556147575
0.002419841941446066,0.024373121559619904
0.0024054208770394325,0.023601537570357323
0.002301702043041587,0.03399977460503578
0.0026319355238229036,0.02214077115058899
0.002173755317926407,0.029361622408032417
0.002454474801197648,0.02294536679983139
0.0021379555109888315,0.024452239274978638
0.0020552536007016897,0.025411752983927727
0.0022141567897051573,0.02657501772046089
0.002191985957324505,0.029876451939344406
0.002224195282906294,0.022937584668397903
0.0020828593987971544,0.029183989390730858
0.002094119554385543,0.026337534189224243
0.0021168028470128775,0.04116636514663696
0.002313581295311451,0.03966142237186432
0.0022743160370737314,0.048043109476566315
0.002327979076653719,0.022707516327500343
0.0024915083777159452,0.027874069288372993
0.0026982116978615522,0.016071336343884468
0.0021903403103351593,0.01924164779484272
0.002209294121712446,0.0162404403090477
0.0019047410460188985,0.0173331368714571
0.0018482145387679338,0.015307312831282616
0.0018157962476834655,0.021006867289543152
0.001969562843441963,0.015206963755190372
0.001838109688833356,0.02205648273229599
0.0018300736555829644,0.018983222544193268
0.001963867573067546,0.019691886380314827
0.0021017142571508884,0.018958771601319313
0.0018928092904388905,0.01908128149807453
0.002078975085169077,0.0330892950296402
0.002021478721871972,0.019899118691682816
0.001919676666148007,0.019041679799556732
0.0018486620392650366,0.015435970388352871
0.0016351862577721477,0.0301769208163023
0.00206749327480793,0.02165665291249752
0.0022906875237822533,0.03187049925327301
0.0022295129019767046,0.014487823471426964
0.0018598587485030293,0.01741628348827362
0.0018285734113305807,0.017593855038285255
0.0018842811696231365,0.013300040736794472
0.0017251047538593411,0.016302380710840225
0.0018542954931035638,0.015456754714250565
0.0018021637806668878,0.016444213688373566
0.0017668127547949553,0.013915312476456165
0.0020150451455265284,0.021349649876356125
0.002094862051308155,0.014163120649755001
0.0020406274124979973,0.03194929659366608
0.0019487985409796238,0.016749726608395576
0.0018858473049476743,0.0183494184166193
0.001614822424016893,0.030532820150256157
0.0020121552515774965,0.02407856471836567
0.002180097158998251,0.03378676995635033
0.002526086289435625,0.016406355425715446
0.0021537255961447954,0.013257330283522606
0.0020217690616846085,0.014721265062689781
0.0019023721106350422,0.011533793061971664
0.0017704538768157363,0.011804318055510521
0.0015408133622258902,0.011365965940058231
0.00155767856631428,0.01066516898572445
0.0015114251291379333,0.01342766359448433
0.0015640734927728772,0.010867107659578323
0.0014639635337516665,0.014282041229307652
0.0019342903979122639,0.0121232308447361
0.0014607078628614545,0.013997295871376991
0.001604901161044836,0.011397087946534157
0.0017485175048932433,0.01578650064766407
0.0015445834724232554,0.0131406644359231
0.001649233396165073,0.013657093048095703
0.0016514204908162355,0.011195226572453976
0.0015307083958759904,0.010936939157545567
0.0014622919261455536,0.009414002299308777
0.0017550650518387556,0.00948808528482914
0.0016425596550107002,0.016706211492419243
0.0018054816173389554,0.01940878853201866
0.0017567795002833009,0.019316069781780243
0.0017613464733585715,0.011447950266301632
0.0016775348922237754,0.012614790350198746
0.0017142347060143948,0.010992334224283695
0.001691682729870081,0.011014771647751331
0.0014642763417214155,0.008524719625711441
0.0015158734750002623,0.010769068263471127
0.0016829509986564517,0.009729965589940548
0.0014791020657867193,0.008780548349022865
0.0014436818892136216,0.009718687273561954
0.001426170696504414,0.01052361261099577
0.0013483089860528708,0.017722049728035927
0.001693188794888556,0.012792781926691532
0.001706889015622437,0.014090628363192081
0.0017909577582031488,0.01401915866881609
0.0017537320964038372,0.019030572846531868
0.0018502345774322748,0.02194369025528431
0.0020056951325386763,0.013654908165335655
0.0021098568104207516,0.022078581154346466
0.001912011532112956,0.03109719604253769
0.0021755672059953213,0.022027088329195976
0.0021389166358858347,0.010899507440626621
0.001642668037675321,0.009198740124702454
0.0015683091478422284,0.008997312746942043
0.0014753956347703934,0.008132124319672585
0.0014973505167290568,0.007831095717847347
0.0013532432494685054,0.009215010330080986
0.0013415025314316154,0.008928882889449596
0.0013346431078389287,0.008657974191009998
0.0014288817765191197,0.007547538261860609
0.001371930236928165,0.010122419334948063
0.001356606837362051,0.007802510634064674
0.0013578260550275445,0.010378397069871426
0.0014815848553553224,0.007867441512644291
0.0014280552277341485,0.010442043654620647
0.0014442185638472438,0.007517095189541578
0.0015513742109760642,0.0077755749225616455
0.0012842565774917603,0.007246470078825951
0.0015175521839410067,0.007267841603606939
0.001397790969349444,0.009255284443497658
0.001464633271098137,0.008288674056529999
0.0015347374137490988,0.008976055309176445
0.0013419120805338025,0.012799691408872604
0.0014854223700240254,0.0204963106662035
0.0016739239217713475,0.012321135960519314
0.0016987392446026206,0.014913380146026611
0.0017868062714114785,0.036630913615226746
0.002226422540843487,0.011148405261337757
0.0015937340212985873,0.007565514650195837
0.0017060117097571492,0.008993596769869328
0.001457442413084209,0.008342605084180832
0.0014602671144530177,0.013040262274444103
0.0014569804770871997,0.007636087015271187
0.0013925423845648766,0.007103177718818188
0.0013791093369945884,0.009177724830806255
0.001298826769925654,0.007976497523486614
0.0013159550726413727,0.0077150496654212475
0.001305882935412228,0.008049841970205307
0.0011191166704520583,0.010752899572253227
0.0015212417347356677,0.00840172078460455
0.0014555342495441437,0.008989409543573856
0.0013489647535607219,0.008009865880012512
0.0014231574023142457,0.007098455913364887
0.0014424324035644531,0.006830936297774315
0.0013019312173128128,0.006719866767525673
0.0012526505161076784,0.009278765879571438
0.0014489693567156792,0.006476258859038353
0.0015303435502573848,0.008155829273164272
0.0013841234613209963,0.009417480789124966
0.0012963882181793451,0.010776665061712265
0.0012174032162874937,0.01015730295330286
0.0013079363852739334,0.007301021832972765
0.0014105485752224922,0.008668382652103901
0.0014740839833393693,0.008305009454488754
0.001342829316854477,0.010026205331087112
0.0013522064546123147,0.007179187145084143
0.0014790338464081287,0.006640480365604162
0.0014664905611425638,0.007356754969805479
0.0012975786812603474,0.013495114631950855
0.0015252544544637203,0.021283529698848724
0.0014562377473339438,0.014471559785306454
0.001437903381884098,0.01662425510585308
0.0014583246083930135,0.013027522712945938
0.0015149177052080631,0.009554421529173851
0.0013656907249242067,0.01601363904774189
0.0016131842276081443,0.008431246504187584
0.0013133158208802342,0.0070307208225131035
0.0013458087341859937,0.00536850281059742
