model,dataset,split,train_MSE,train_RMSE,train_MAE,train_R2,test_MSE,test_RMSE,test_MAE,test_R2
LR,with_outliers,70:30,396.0356895694854,19.900645456102307,14.928859998192664,0.7727720094958279,53906.67734387867,232.17811555760088,168.0269412370406,-0.8102582867528987
LR,with_outliers,80:20,1501.5844155174875,38.750282779839004,26.665732207033123,0.728733689710741,51976.049157362584,227.9825632748316,159.3634891530278,-0.2983796299196966
LR,with_outliers,85:15,1514.3715718614487,38.91492736549111,26.032226399915412,0.7298050882645184,72371.79501414954,269.02006433377704,206.7438288941866,-0.9377105633768772
LR,without_outliers,70:30,269.8937008104489,16.42844182539686,12.519759026893523,0.7632030877359797,47.053585578372406,6.859561617069447,5.895387009714405,-0.27622129040005294
LR,without_outliers,80:20,768.2917214895385,27.718075717652887,19.33229598383935,0.7640867047447073,706.2747542574624,26.575830264687166,21.947585076255923,0.03536938261398104
LR,without_outliers,85:15,1120.6702243502107,33.47641295524672,22.88643987366501,0.7610168887378124,2604.666401049269,51.035932450081376,42.98126585451063,-0.12292226947609297
LR,clean_train_full_test,70:30,269.8937008104489,16.42844182539686,12.519759026893523,0.7632030877359797,60223.29549584863,245.404351012464,183.37535030987962,-1.0223787682456402
LR,clean_train_full_test,80:20,768.2917214895385,27.718075717652887,19.33229598383935,0.7640867047447073,62087.00759098733,249.17264615319903,173.7453139836389,-0.5509548579720873
LR,clean_train_full_test,85:15,1120.6702243502107,33.47641295524672,22.88643987366501,0.7610168887378124,76867.15546269892,277.24926593716873,214.42339794688468,-1.0580710909226942
