dataset,split,legacy_RMSE,legacy_MAE,legacy_R2,chrono_RMSE,chrono_MAE,chrono_R2
with_outliers,70:30,95.6026692466706,64.31075226412395,0.6255118429672776,232.17811555760088,168.0269412370406,-0.8102582867528987
with_outliers,80:20,92.00339273073172,62.78939219850746,0.6428151505385233,227.9825632748316,159.3634891530278,-0.2983796299196966
with_outliers,85:15,98.32361593500117,64.7318465620685,0.6221223539768257,269.02006433377704,206.7438288941866,-0.9377105633768772
without_outliers,70:30,38.55560863175263,26.908107665473665,0.7734495325446346,6.859561617069447,5.895387009714405,-0.27622129040005294
without_outliers,80:20,38.294314036994834,26.900789285345212,0.7737111832629181,26.575830264687166,21.947585076255923,0.03536938261398104
without_outliers,85:15,37.34917815707675,26.47410497663562,0.7775130828434169,51.035932450081376,42.98126585451063,-0.12292226947609297
